statement,fact_confidence,classify_confidence,authentication_confidence,label_prediction,label
On implementing a sales tax.,NaN,0.5,NaN,False,False
"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",NaN,0.95,NaN,False,False
Ninety percent of the people in Arkansas still love Bill Clinton.,NaN,0.9,NaN,False,False
The problem of unwanted sexual contacts in the military is not just a womans issue. More than half of the victims are men.,NaN,0.95,NaN,True,True
Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,NaN,0.9,NaN,True,True
"A proposed regional transportation tax will last a minimum of 10 years, and has been approved to last longer.",NaN,0.85,NaN,False,False
Says our 12 month job increase was the sixth highest in the nation.,NaN,0.7,NaN,False,False
Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,NaN,0.95,NaN,False,False
"Its not true that since hes been the president, executions in Iran have increased by four times.",NaN,0.9,NaN,False,False
"Says I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.",NaN,0.85,NaN,True,False
Says Chris Dudley thinks Oregons minimum wage is too high.,NaN,0.95,NaN,True,False
Over half the people on disability are either anxious or their back hurts.,NaN,0.85,NaN,False,False
The Democrats in the Senate and some members of Congress defended what Fannie and Freddie were doing. They resisted any change.,NaN,0.85,NaN,True,False
"Today California is kicking our butt, creating more jobs and more economic growth than Texas.",NaN,0.8,NaN,False,True
Says Gov. Mike Pence and Rep. Mike Coffman take the same positions on a number of things... Coffman and Pence oppose equal rights for LGBT Americans.,NaN,0.9,NaN,True,False
"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",NaN,0.95,NaN,False,False
One of every two Wisconsin residents are on some kind of government handout.,NaN,0.95,NaN,False,False
"A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.",NaN,0.95,NaN,False,False
"Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.",NaN,0.85,NaN,False,True
"In the U.S. Constitution, theres a little section in there that talks about life, liberty and the pursuit of happiness.",NaN,0.98,NaN,False,False
"In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.",NaN,0.85,NaN,True,True
I have something in common with my husband. He never carried caucuses either. He lost all of the ones that I've lost.,NaN,0.85,NaN,False,True
"Your tax dollars are not being used to sue you, the people.",NaN,0.85,NaN,False,False
"Federal, state and local governments have subsidized the production of the Volt to the tune of estimates between $50,000 and $250,000 per vehicle sold.",NaN,0.95,NaN,False,False
"In Cobb County, every meeting opened with a prayer. The ACLU objected. Sued ... [Sam] Olens took on the ACLU and won!",NaN,0.85,NaN,False,False
Felony crimes in the city of Atlanta are the lowest they have been since 1969.,NaN,0.9,NaN,False,True
Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,NaN,0.95,NaN,True,True
Republicans are attempting to remove Barack Obama from Georgias Presidential Ballot in 2012.,NaN,0.9,NaN,True,False
"Says Hillary Clinton takes tens of millions of dollars from countries that hate women, that disrespect women, that throw gays off of buildings.",NaN,0.85,NaN,False,False
Says he came to the Republican Party sooner in age than Ronald Reagan.,NaN,0.9,NaN,True,True
Voter turnout for some groups in the 2008 presidential general election in Georgia was far greater than it should have been demographically.,NaN,0.9,NaN,False,True
"Fluoride in the water, that was originally done by the Nazis!",NaN,1.0,NaN,False,False
He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,NaN,0.9,NaN,True,True
"If an individual is determined to commit suicide, the availability of a gun is not a factor because they will find a way.",NaN,0.95,NaN,False,False
"Presidents Hoover, Truman and Eisenhower collectively ordered the deportation of at least 15 million illegal aliens.",NaN,0.98,NaN,False,False
"The total number of dollars that passes through the Department of Development is like $900 million and like $650 (million) of it has nothing to do with development, which is breathtaking when you think about it.",NaN,0.85,NaN,False,False
"Medicare only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.",NaN,0.85,NaN,False,False
"In the 2014 election, 80 percentofpoor people did not vote.",NaN,0.9,NaN,False,True
Says the Nike bill is not a tax break ... this does not lower the taxes that Nike will pay nor does it prevent the Legislature from raising those taxes in the future.,NaN,0.9,NaN,True,True
"Thanks to the Trans-Pacific Partnership, Vietnam is drafting and presenting unprecedented labor reforms, changing their Constitution to recognize worker organizations in Vietnam for the first time.",NaN,0.9,NaN,True,False
"As state treasurer, Alexi Giannoulias lost $73 million in our kids college savings.",NaN,0.95,NaN,True,False
District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,NaN,0.85,NaN,True,False
We now work the longest hours of any people around the world.,NaN,0.95,NaN,False,False
"When lenders foreclose on homes, they typically suffer losses that exceed 30 percent of the value of the home.",NaN,0.9,NaN,True,True
The policy of the Bush administration was also not to add new nuclear capabilities.,NaN,0.85,NaN,False,False
"We haven't built a refinery, I think, in 30 years.",NaN,0.85,NaN,False,False
"In the state legislature, I supported Second Amendment rights.",NaN,0.4,NaN,False,True
"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",NaN,0.95,NaN,True,False
The Republican National Convention is a Super Bowl times four.,NaN,0.95,NaN,False,False
"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",NaN,0.95,NaN,True,False
Says more Republicans than Democrats voted for the Wall Street bailouts.,NaN,0.95,NaN,False,False
Says a prank phone call caused 400 children to be taken from their parents... without warrant.,NaN,0.95,NaN,False,False
A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,NaN,0.95,NaN,False,False
Californias Prop 55 prevents $4 billion in new cuts to our schools.,NaN,0.9,NaN,True,False
"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",NaN,0.8,NaN,True,True
"This town (Wilmington, Ohio) hasnt taken any money from the government. They dont want any money from the government.",NaN,0.95,NaN,False,False
"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",NaN,0.9,NaN,False,False
22 Countries Invaded by the U.S. in 20 Years.,NaN,0.85,NaN,False,False
Sixteen [federal] programs exist to fight homelessness and some of them are duplicative.,NaN,0.9,NaN,True,True
The U.S. Constitution is the oldest written constitution still in use today among nations.,NaN,0.99,NaN,True,True
Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,NaN,0.85,NaN,False,False
Republicans offered Wisconsin bar patrons free shots (of alcohol) to sign recall petitions against Democrats.,NaN,0.95,NaN,False,False
Says Donald Trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,NaN,0.98,NaN,True,True
The Democrat-led Senate has failed to pass a budget for 750 days ... Senate Democrats have neglected one of their most basic responsibilities.,NaN,0.9,NaN,True,False
On Common Core.,NaN,0.1,NaN,False,False
Says Ron Johnson helped companies ship jobs overseas.,NaN,0.85,NaN,True,False
Florida Democrats just voted to impose Sharia law on women.,NaN,1.0,NaN,False,False
Says opponent Beto ORourke wants to legalize drugs.,NaN,0.9,NaN,False,False
Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.,NaN,0.85,NaN,False,False
Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,NaN,0.9,NaN,False,True
Our economy is not growing.,NaN,0.95,NaN,False,False
It doesn't make sense to me to send $1-billion a day out of our country. We can be energy independent and should be.,NaN,0.85,NaN,False,False
Says Scott Walkers plan to replace Obamacare is a new entitlement program for every single American human being from the time they are born right up until they grow old and become eligible for Medicare.,NaN,0.95,NaN,False,False
Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,NaN,0.95,NaN,True,False
"For at least a year now, I have called for two additional brigades, perhaps three.",NaN,0.7,NaN,False,True
Says Hillary Clinton wants to go to a single-payer plan for health care,NaN,0.95,NaN,False,False
Foreign aid is less than 1 percent of our federal budget.,NaN,0.98,NaN,True,True
Pay-as-you-go is the principle that helped transform large deficits into surpluses in the 1990s.,NaN,0.95,NaN,True,False
"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",NaN,0.85,NaN,True,True
"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.",NaN,0.95,NaN,False,False
"We have empowered state insurance commissioners to review the rate hikes that are taking place in states. And in some states like North Carolina, they have already used it and rolled back premium increases by 25 percent.",NaN,0.85,NaN,True,True
Says a rather extraordinary amount of non-classroom employees were added by Texas school districts over the last decade.,NaN,0.85,NaN,True,True
"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",NaN,0.9,NaN,True,True
The permission to engage was given before the word RPG was ever used.,NaN,0.85,NaN,False,False
Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,NaN,0.85,NaN,False,False
Lorain is the poorest urban school district in the state of Ohio.,NaN,0.8,NaN,False,False
The Senate health care bill does not contain limits on medical malpractice lawsuits.,NaN,0.95,NaN,True,True
Narragansett Bay waters are getting warmer -- 4 degrees Fahrenheit warmer in the winter since the 1960s.,NaN,0.95,NaN,True,False
"Says Barack Obama has the legal authority to let in really however many refugees he wants, from whatever country.",NaN,0.85,NaN,False,False
"Of all cities in the United States with more than 100,000 people, Providence is the 183rd safest.",NaN,0.85,NaN,False,True
"In Japan, executives of failing companies say 'I'm sorry' and then either do one of two things: resign or go commit suicide.",NaN,0.85,NaN,False,False
Says President Barack Obama said that American exceptionalism is no more exceptional than the exceptionalism of any other country.,NaN,0.95,NaN,True,False
Says Barack Obamas favorability rating in Israel once clocked in at 4 percent.,NaN,0.9,NaN,True,False
"Says Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.",NaN,0.9,NaN,True,False
Says U.S. House candidate Carlos Curbelo opposes the repeal of Obamacare.,NaN,0.9,NaN,False,False
"Says, Statistics indicate that one in eight children, and one in 18 adults in Oregon suffers from mental illness.",NaN,0.8,NaN,True,True
One in five American households have nobody under the same roof thats got a job.,NaN,0.9,NaN,False,False
"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",NaN,0.85,NaN,False,True
Obamas mid-term approval ratings are similar to other presidents who went on to re-election.,NaN,0.9,NaN,True,False
I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,NaN,0.85,NaN,True,True
Says the fluoride Austin is putting in its drinking water is toxic waste.,NaN,0.95,NaN,False,False
The new light bulbs will cost roughly six times the cost of the light bulbs we now use.,NaN,0.8,NaN,False,False
Only three in 10 young Americans under 30 -- 30 percent under 30 -- have full-time work.,NaN,0.85,NaN,False,False
Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,NaN,0.98,NaN,True,False
"Through the Clinton Foundation, the Clintons are now worth in excess of $100 million.",NaN,0.95,NaN,False,False
The U.S. Supreme Court struck down Wisconsins photo ID election law,NaN,0.95,NaN,False,False
"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",NaN,0.9,NaN,True,True
The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.,NaN,0.8,NaN,True,True
We know how to stop AIDS: persuade men not to have sex with men.,NaN,1.0,NaN,False,False
Democrats in Congress had control since January of 2007. They haven't passed a law making waterboarding illegal. They haven't gone into any of these things and changed law.,NaN,0.85,NaN,False,False
Alexander Hamilton was an immigration hawk.,NaN,0.9,NaN,False,False
And weve constantly been the lowest unemployed county in the state.,NaN,0.85,NaN,False,False
The federal government can tell General Motors what to charge for its automobiles.,NaN,0.98,NaN,False,False
A few weeks ago Obama took Hamas and Iran OFF the terror list.,NaN,0.98,NaN,False,False
"Once a woman enters into the sex trade, her average life expectancy is seven years.",NaN,0.9,NaN,False,False
"Says Congresswoman Loretta Sanchez has passed one bill in her 20 years in Congress, and that was to rename a post office.",NaN,0.95,NaN,True,False
"Under the House Republican budget, if these cuts were to be spread out evenly the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.",NaN,0.85,NaN,True,False
The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,NaN,0.92,NaN,False,False
John Boozman supports privatizing Social Security,NaN,0.9,NaN,False,False
Slot machines in Miami-Dade and Broward counties have generated 20 percent of the promised $500 million per year for schools.,NaN,0.9,NaN,True,True
Jebs policies in Florida helped lead to its almost total collapse.,NaN,0.95,NaN,False,False
"We are almost halfway to our goal of 1,000 rapes prosecuted!",NaN,0.95,NaN,False,True
"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we dont care.",NaN,0.8,NaN,False,True
"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",NaN,0.9,NaN,False,False
"Says that, unlike the U.S. Senate, even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011",NaN,0.95,NaN,True,False
"The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.",NaN,0.85,NaN,False,False
"When Rick Scott was deposed in lawsuits about his company, he took the Fifth 75 times.",NaN,0.95,NaN,True,True
"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",NaN,0.92,NaN,True,True
"Says McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.",NaN,1.0,NaN,False,False
"Were spending less money today, in upcoming fiscal year 2014 than the Corzine-Buono budget spent in fiscal year 2008.",NaN,0.95,NaN,False,True
"In New Mexico, Democratic gubernatorial candidate Diane Denish spent federal stimulus funds on campaign Christmas cards.",NaN,0.95,NaN,False,False
House Republicans are ramming through legislation ... to classify pizza as a vegetable for the purpose of school lunches.,NaN,0.95,NaN,False,False
Wendy Davis legal work is currently under FBI investigation.,NaN,0.95,NaN,False,False
On whether hes had a relationship with Vladimir Putin.,NaN,0.95,NaN,False,False
Says Gov. Chris Christies poll ratings have been going up.,NaN,0.9,NaN,False,False
The United States is the only developed country in the world that has not cut its corporate tax rate.,NaN,0.98,NaN,False,False
I committed to public financing; (Obama) committed to public financing.,NaN,0.9,NaN,False,True
Says Donald Trump wants to replace Obamacare with a single-payer system.,NaN,0.95,NaN,False,False
"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",NaN,0.95,NaN,False,False
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,NaN,0.95,NaN,True,True
On debating.,NaN,0.1,NaN,False,False
"Obama supports ""teaching schoolchildren in 2nd grade, no less about homosexual relationships.""",NaN,0.99,NaN,False,False
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",NaN,0.95,NaN,False,True
"In Pennsylvania, President Barack Obamas policies have increased unemployment 19 percent, led to the loss of 37,900 manufacturing jobs, and left 189,000 more people in poverty.",NaN,0.92,NaN,False,False
Virtually every person across this country has seen premiums going up and up and up due to Obamacare.,NaN,0.9,NaN,False,False
Secure Communities has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.,NaN,0.85,NaN,False,False
Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,NaN,0.98,NaN,False,False
"The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.",NaN,0.95,NaN,True,True
The Affordable Care Act will likely go down as the biggest tax increase in history.,NaN,0.95,NaN,False,False
The unemployment rate is declining faster in Tampa than almost anywhere else.,NaN,0.7,NaN,False,True
"New Jersey loses net, that is minus those who come into the state, 30,000 students a year.",NaN,0.85,NaN,True,True
All the talk about socialism during the campaign made young people more interested in it by Election Day.,NaN,0.7,NaN,False,False
Ive done more impeachments than anybody else in the history of the country.,NaN,0.95,NaN,False,True
"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.",NaN,0.98,NaN,False,False
The Affordable Care Act basically puts a penalty or a tax on employers for every new job they create.,NaN,0.98,NaN,False,False
"In Texas, we created over 1 million new jobs while the rest of the nation lost over 2 million.",NaN,0.85,NaN,False,False
Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,NaN,0.85,NaN,False,True
"The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.",NaN,0.8,NaN,False,True
A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,NaN,0.97,NaN,False,False
"In countries where there are higher, more strict gun laws, there is more gun violence.",NaN,0.9,NaN,False,False
Says he never wanted to raise the debt ceiling.,NaN,0.8,NaN,False,False
"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.",NaN,0.85,NaN,True,False
There never really was a Hastert Rule.,NaN,0.95,NaN,True,False
Says Donald Trump wants to undo marriage equality.,NaN,0.85,NaN,False,True
It has been over 80 years since a lame-duck president appointed a Supreme Court justice.,NaN,0.95,NaN,False,False
Says Rick Santorum opposes right-to-work,NaN,0.95,NaN,False,False
"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",NaN,0.85,NaN,True,True
Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,NaN,0.9,NaN,True,False
Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,NaN,0.95,NaN,True,False
"As a state rep, I was considered the fourth-most conservative in the Legislature.	states	rick-green			republican	0	1	1	0	0	a speech
2552.json	mostly-true	Rand Paul wants us to pay $2,000 just to get Medicare.	health-care,medicare,message-machine	jack-conway	Kentucky Attorney General	Kentucky	democrat	0	1	0	2	0	a campaign commercial
9353.json	mostly-true	Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.	health-care,public-health	bobby-jindal	Governor of Louisiana	Louisiana	republican	0	1	4	4	0	an op-ed for Politico Magazine
9577.json	mostly-true	There are more than 46 million Americans living in poverty today -- the largest number in 54 years.	medicaid,poverty	kirk-cox	House majority leader	Virginia	republican	0	0	0	1	0	a speech.
4318.json	half-true	Since I introduced my budget -- first budget -- in March of 2010, weve created 50,000 new private-sector jobs for the people of this state.	jobs,state-budget	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference in Belmar 
9864.json	mostly-true	Scott Walker cut school funding more per student than any governor in America.	children,education,message-machine-2014,state-budget,states,taxes	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a TV ad
8243.json	true	Says he would be first CPA to serve as Texas comptroller.	state-finances	raul-torres	Accountant, politician	Texas	republican	0	0	0	0	0	a campaign video
13500.json	mostly-true	On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.	city-budget,county-budget,federal-budget,homeland-security,immigration,state-budget	bill-de-blasio	New York City Mayor	New York	democrat	1	0	0	1	0	a WNYC interview
9854.json	false	Thomas Jefferson said, That government is best which governs the least, because its people discipline themselves.	elections	jody-hice			republican	0	1	0	0	0	a Facebook post
7737.json	barely-true	Proposed gun control legislation will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database and make it nearly impossible to get a permit to carry a concealed weapon.	crime,criminal-justice,government-regulation,guns,market-regulation	ed-doyle	administrator, Rhode Island chapter, Gun Rights Across America.	Rhode Island	activist	1	0	0	0	0	a news release and Facebook post
12293.json	barely-true	Says Donald Trump thinks a grown man pretending to be a woman (should) be allowed to use the womens restroom.	candidates-biography,corrections-and-updates,gays-and-lesbians,campaign-advertising	ted-cruz	Senator	Texas	republican	36	33	15	19	8	an attack ad
457.json	half-true	McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",NaN,0.7,NaN,True,False
"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",NaN,0.9,NaN,False,True
The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.,NaN,0.85,NaN,True,False
"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.",NaN,0.85,NaN,True,False
Georgias HOPE scholarship is still the richest scholarship program in America.,NaN,0.8,NaN,False,False
Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,NaN,0.98,NaN,False,False
"While (Charlie Crist) was governor, utility costs went up 30 percent and went from below the national average to above the national average. Since I got elected, utility rates have come down 11 percent and now we are below the average.",NaN,0.85,NaN,False,False
"Bernie Sanders opposesthe Trans-Pacific Partnership, and Hillary Clinton supportsit.",NaN,0.95,NaN,False,True
On supporting right to work legislation in 2015,NaN,0.75,NaN,False,False
Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,NaN,0.85,NaN,False,False
"In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans.",NaN,0.85,NaN,True,False
Were trailing every other state in the Midwest in terms of job creation since January of 2011.,NaN,0.8,NaN,False,False
"POTUS economists: Stimulus Has Cost $278,000 per job.",NaN,0.85,NaN,False,False
The education tax burden for Shelby County -- and Tennessee -- is one of the lowest in the country.,NaN,0.85,NaN,True,True
"Says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him.",NaN,0.85,NaN,False,False
"By the time I left the State Department, economic growth was up and opium production was down in Afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",NaN,0.85,NaN,True,True
We have the most productive workers in the world.,NaN,0.8,NaN,False,True
"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.",NaN,0.8,NaN,False,True
Says Bill White profiteered in the aftermath of Hurricane Rita.,NaN,0.9,NaN,False,False
"Alabamas Crimson Tide will be the underdog in Saturdays game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",NaN,0.95,NaN,True,True
"Says Rick Scott took $200,000 in campaign contributions from a company that profited off pollution.",NaN,0.85,NaN,True,False
"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",NaN,0.95,NaN,False,True
"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.",NaN,0.85,NaN,False,False
Metro on whether it could use bond money for restoration.,NaN,0.7,NaN,False,False
Roy Barnes is like Barack Obama because theyre both doing a lot of apologizing.,NaN,0.9,NaN,False,False
Barack Obama thinks terrorists just need a good talking to.,NaN,0.98,NaN,False,False
"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",NaN,0.95,NaN,True,False
The pope and Donald Trump and Tammy Baldwin all agree on eliminating the carried-interest tax break.,NaN,0.95,NaN,False,False
Agriculture has always required a significant workforce from abroad.,NaN,0.9,NaN,False,False
"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Hampshire residents.",NaN,0.95,NaN,False,False
"Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require.",NaN,0.85,NaN,False,False
Says Rick Scott stripped women of access to public health care.,NaN,0.85,NaN,True,False
"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",NaN,0.9,NaN,True,True
"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",NaN,0.9,NaN,True,True
Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,NaN,0.9,NaN,False,False
Says HJM 20 was the only bill not assigned to a House committee.,NaN,0.95,NaN,False,False
"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",NaN,0.95,NaN,False,True
The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,NaN,0.95,NaN,False,False
"Said the year before he took office, the state lost 119,000 private-sector jobs, labeling them Corzine jobs losses of 2009.",NaN,0.93,NaN,True,False
Says the state is required pick up 70 percent of the cost of K-12 education.,NaN,0.85,NaN,False,False
Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,NaN,0.85,NaN,False,False
"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",NaN,0.85,NaN,True,True
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,NaN,0.85,NaN,False,False
ColoradoCare would have higher revenues than McDonalds.,NaN,0.9,NaN,True,True
"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.",NaN,0.92,NaN,False,False
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",NaN,0.9,NaN,True,False
"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",NaN,0.95,NaN,False,True
"The Stupak Amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion, it says, if youre getting a federal subsidy of any kind, youre not allowed to buy an insurance plan that covers abortion even with your own money.",NaN,0.95,NaN,True,False
Says President Barack Obama already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.,NaN,0.85,NaN,False,False
The music industry is the biggest export from Africa after oil and gas.,NaN,0.85,NaN,False,False
The presidents health care law raids Medicare by more than $500 billion and creates a Medicare rationing board a group of 15 unelected bureaucrats to slow the growth of Medicare spending.,NaN,0.9,NaN,False,False
Congress used earmarks for more than 200 years.,NaN,0.95,NaN,True,True
Venezuela is a country whose defense budget is probably 1/600th of the United States.,NaN,0.9,NaN,True,True
Senator Obama thinks we can achieve energy independence without more drilling and without more nuclear power.,NaN,0.9,NaN,True,False
"The average family (is) now bringing home $4,000 less than they did just five years ago.",NaN,0.9,NaN,False,True
On the Troubled Asset Relief Program (TARP),NaN,0.2,NaN,False,True
"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",NaN,0.85,NaN,True,False
Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,NaN,0.85,NaN,False,True
"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",NaN,0.85,NaN,True,False
"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",NaN,0.93,NaN,False,False
"When you read the Koran, it talks about dont take Christians and Jews as your friends.",NaN,0.9,NaN,False,False
Dan Patrick called for increasing the gas tax and the state sales tax.,NaN,0.9,NaN,False,True
Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,NaN,0.95,NaN,False,False
"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",NaN,0.95,NaN,False,False
"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.",NaN,0.95,NaN,False,False
Bill McCollum said tax cuts don't work.,NaN,0.85,NaN,False,False
The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,NaN,0.85,NaN,False,False
Says CharlieCrist made it easier for Duke to take your money.,NaN,0.8,NaN,True,False
Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,NaN,0.95,NaN,False,False
Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,NaN,0.9,NaN,True,False
SaysMaggie Hassan was out of state on 30 days over the last three months.,NaN,0.8,NaN,False,True
Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.,NaN,0.85,NaN,False,True
