statement,authen_confidence,label
"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",1.0,False
"Says that, unlike the U.S. Senate, even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011",1.0,False
"The nonpartisan CBO, Congressional Budget Office, has said that the No. 1 policy decision that brought us to the need to prevent the nation from defaulting on our debt for the first time in history were the Bush tax cuts in 2001 and 2003.",1.0,False
"When Rick Scott was deposed in lawsuits about his company, he took the Fifth 75 times.",0.95,True
"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",0.9,True
"Says McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.",0.9,False
"Were spending less money today, in upcoming fiscal year 2014 than the Corzine-Buono budget spent in fiscal year 2008.",1.0,True
"In New Mexico, Democratic gubernatorial candidate Diane Denish spent federal stimulus funds on campaign Christmas cards.",1.0,False
House Republicans are ramming through legislation ... to classify pizza as a vegetable for the purpose of school lunches.,0.8,False
Wendy Davis legal work is currently under FBI investigation.,0.95,False
On whether hes had a relationship with Vladimir Putin.,1.0,False
Says Gov. Chris Christies poll ratings have been going up.,0.7,False
The United States is the only developed country in the world that has not cut its corporate tax rate.,0.95,False
I committed to public financing; (Obama) committed to public financing.,0.95,True
Says Donald Trump wants to replace Obamacare with a single-payer system.,1.0,False
"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",1.0,False
All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,0.95,True
On debating.,1.0,False
"Obama supports ""teaching schoolchildren in 2nd grade, no less about homosexual relationships.""",0.8,False
"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",0.9,True
"In Pennsylvania, President Barack Obamas policies have increased unemployment 19 percent, led to the loss of 37,900 manufacturing jobs, and left 189,000 more people in poverty.",0.8,False
Virtually every person across this country has seen premiums going up and up and up due to Obamacare.,1.0,False
Secure Communities has a proven track record of enhancing public safety by focusing on violent offenders and those that pose a threat to our communities and our national security.,0.6,False
Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,0.8,False
"The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.",0.95,True
The Affordable Care Act will likely go down as the biggest tax increase in history.,1.0,False
The unemployment rate is declining faster in Tampa than almost anywhere else.,0.4,True
"New Jersey loses net, that is minus those who come into the state, 30,000 students a year.",0.95,True
All the talk about socialism during the campaign made young people more interested in it by Election Day.,0.95,False
Ive done more impeachments than anybody else in the history of the country.,1.0,True
"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.",0.3,False
The Affordable Care Act basically puts a penalty or a tax on employers for every new job they create.,1.0,False
"In Texas, we created over 1 million new jobs while the rest of the nation lost over 2 million.",1.0,False
Women have come through the recession worse off than men the numbers bear that out. We went from a 7 percent unemployment rate for women when he (President Barack Obama) was elected to an 8.1 percent now.,1.0,True
"The fact of the matter is that my colleague from New York, Senator Clinton, there are 50 percent of the American public that say they're not going to vote for her.",1.0,True
A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,1.0,False
"In countries where there are higher, more strict gun laws, there is more gun violence.",0.95,False
Says he never wanted to raise the debt ceiling.,0.7,False
"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.",0.95,False
There never really was a Hastert Rule.,0.9,False
Says Donald Trump wants to undo marriage equality.,1.0,True
It has been over 80 years since a lame-duck president appointed a Supreme Court justice.,1.0,False
Says Rick Santorum opposes right-to-work,1.0,False
"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",1.0,True
Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.,1.0,False
Says (Clinton) called President Assad a reformer. She called Assad a different kind of leader.,1.0,False
"As a state rep, I was considered the fourth-most conservative in the Legislature.	states	rick-green			republican	0	1	1	0	0	a speech
2552.json	mostly-true	Rand Paul wants us to pay $2,000 just to get Medicare.	health-care,medicare,message-machine	jack-conway	Kentucky Attorney General	Kentucky	democrat	0	1	0	2	0	a campaign commercial
9353.json	mostly-true	Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.	health-care,public-health	bobby-jindal	Governor of Louisiana	Louisiana	republican	0	1	4	4	0	an op-ed for Politico Magazine
9577.json	mostly-true	There are more than 46 million Americans living in poverty today -- the largest number in 54 years.	medicaid,poverty	kirk-cox	House majority leader	Virginia	republican	0	0	0	1	0	a speech.
4318.json	half-true	Since I introduced my budget -- first budget -- in March of 2010, weve created 50,000 new private-sector jobs for the people of this state.	jobs,state-budget	chris-christie	Governor of New Jersey	New Jersey	republican	10	17	27	19	8	a news conference in Belmar 
9864.json	mostly-true	Scott Walker cut school funding more per student than any governor in America.	children,education,message-machine-2014,state-budget,states,taxes	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a TV ad
8243.json	true	Says he would be first CPA to serve as Texas comptroller.	state-finances	raul-torres	Accountant, politician	Texas	republican	0	0	0	0	0	a campaign video
13500.json	mostly-true	On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.	city-budget,county-budget,federal-budget,homeland-security,immigration,state-budget	bill-de-blasio	New York City Mayor	New York	democrat	1	0	0	1	0	a WNYC interview
9854.json	false	Thomas Jefferson said, That government is best which governs the least, because its people discipline themselves.	elections	jody-hice			republican	0	1	0	0	0	a Facebook post
7737.json	barely-true	Proposed gun control legislation will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database and make it nearly impossible to get a permit to carry a concealed weapon.	crime,criminal-justice,government-regulation,guns,market-regulation	ed-doyle	administrator, Rhode Island chapter, Gun Rights Across America.	Rhode Island	activist	1	0	0	0	0	a news release and Facebook post
12293.json	barely-true	Says Donald Trump thinks a grown man pretending to be a woman (should) be allowed to use the womens restroom.	candidates-biography,corrections-and-updates,gays-and-lesbians,campaign-advertising	ted-cruz	Senator	Texas	republican	36	33	15	19	8	an attack ad
457.json	half-true	McCain has voted repeatedly at least six times against funding for global HIV/AIDS, malaria and TB fund, once as one of only 14 senators.""",0.8,False
"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",1.0,True
The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents.,0.3,False
"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.",0.8,False
Georgias HOPE scholarship is still the richest scholarship program in America.,0.9,False
Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,1.0,False
"While (Charlie Crist) was governor, utility costs went up 30 percent and went from below the national average to above the national average. Since I got elected, utility rates have come down 11 percent and now we are below the average.",1.0,False
"Bernie Sanders opposesthe Trans-Pacific Partnership, and Hillary Clinton supportsit.",0.1,True
On supporting right to work legislation in 2015,1.0,False
Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,1.0,False
"In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans.",1.0,False
Were trailing every other state in the Midwest in terms of job creation since January of 2011.,1.0,False
"POTUS economists: Stimulus Has Cost $278,000 per job.",1.0,False
The education tax burden for Shelby County -- and Tennessee -- is one of the lowest in the country.,0.95,True
"Says Donald Trumps conversion to pro-life beliefs are akin to Justin Biebers, who said in the past that abortion was no big deal to him.",1.0,False
"By the time I left the State Department, economic growth was up and opium production was down in Afghanistan, while infant mortality declined and school enrollment rose by more than sevenfold.",0.9,True
We have the most productive workers in the world.,0.8,True
"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.",0.8,True
Says Bill White profiteered in the aftermath of Hurricane Rita.,1.0,False
"Alabamas Crimson Tide will be the underdog in Saturdays game against the Georgia Bulldogs, the first time in 72 consecutive games that Alabama has not been favored by oddsmakers to win.",0.2,True
"Says Rick Scott took $200,000 in campaign contributions from a company that profited off pollution.",0.95,False
"In a lawsuit between private citizens, a Florida judge announced the decision was going to be based on Islamic Law.",0.95,True
"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.",1.0,False
Metro on whether it could use bond money for restoration.,0.2,False
Roy Barnes is like Barack Obama because theyre both doing a lot of apologizing.,0.95,False
Barack Obama thinks terrorists just need a good talking to.,0.8,False
"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",0.95,False
The pope and Donald Trump and Tammy Baldwin all agree on eliminating the carried-interest tax break.,0.6,False
Agriculture has always required a significant workforce from abroad.,1.0,False
"Says Jon Huntsman supports changes in Medicare that would deny guaranteed benefits to 980,000 New Hampshire residents.",1.0,False
"Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require.",1.0,False
Says Rick Scott stripped women of access to public health care.,0.7,False
"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",1.0,True
"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",1.0,True
Texas has the lowest crime rate in this state since 1968 because of changes in law regarding nonviolent drug offenders.,1.0,False
Says HJM 20 was the only bill not assigned to a House committee.,0.7,False
"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.",1.0,True
The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,1.0,False
"Said the year before he took office, the state lost 119,000 private-sector jobs, labeling them Corzine jobs losses of 2009.",1.0,False
Says the state is required pick up 70 percent of the cost of K-12 education.,1.0,False
Theres a loophole where you can sell guns without a background check 40 percent of guns are sold that way at gun shows and over the Internet.,1.0,False
"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",1.0,True
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,1.0,False
ColoradoCare would have higher revenues than McDonalds.,0.95,True
"Everywhere that we have more citizens carrying guns, crime is less. Theres a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.",1.0,False
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",0.95,False
"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.",0.9,True
"The Stupak Amendment doesnt just say you cant use your federal insurance subsidy to pay for an abortion, it says, if youre getting a federal subsidy of any kind, youre not allowed to buy an insurance plan that covers abortion even with your own money.",1.0,False
Says President Barack Obama already passed all these Obamacare taxes. About a dozen of them hit middle-income taxpayers.,1.0,False
The music industry is the biggest export from Africa after oil and gas.,0.8,False
The presidents health care law raids Medicare by more than $500 billion and creates a Medicare rationing board a group of 15 unelected bureaucrats to slow the growth of Medicare spending.,1.0,False
Congress used earmarks for more than 200 years.,1.0,True
Venezuela is a country whose defense budget is probably 1/600th of the United States.,1.0,True
Senator Obama thinks we can achieve energy independence without more drilling and without more nuclear power.,1.0,False
"The average family (is) now bringing home $4,000 less than they did just five years ago.",1.0,True
On the Troubled Asset Relief Program (TARP),1.0,True
"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",1.0,False
Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,1.0,True
"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",0.4,False
"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",1.0,False
"When you read the Koran, it talks about dont take Christians and Jews as your friends.",1.0,False
Dan Patrick called for increasing the gas tax and the state sales tax.,1.0,True
Congressman Joe Heck has (voted) 62% of the time with Nancy Pelosi and the Democrats on a variety of important issues.,1.0,False
"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",0.9,False
"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.",1.0,False
Bill McCollum said tax cuts don't work.,0.95,False
The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,1.0,False
Says CharlieCrist made it easier for Duke to take your money.,0.5,False
Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,0.1,False
Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,1.0,False
SaysMaggie Hassan was out of state on 30 days over the last three months.,1.0,True
Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.,1.0,True
Says his Texas election fraud investigations have resulted in 50 convictions.,1.0,False
Miami-Dade County is the No. 1 donor county in the state.,1.0,False
"We havent had a Republican senator in Washington for ... why, I think Clifford Case was our last Republican senator.",0.95,True
"Judging by a recent vote, Rep. Debbie Wasserman Schultz thinks its okay for medical marijuana patients to go to federal prison.",0.95,False
Federal prosecutions for lying on background checks to buy guns are down 40 percent under President Barack Obama.,1.0,False
We havent yet taken out a negative ad.,1.0,False
Jane Norton supported the largest tax hike in Colorado history.,0.2,False
"Here in Florida, Ive slashed government by 10 percent. That's $7 billion.",0.8,False
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",1.0,False
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",0.9,False
"New Jerseys governor cut $1.6 billion from public education while handing out $2.1 billion in corporate tax breaks, more than the entire previous decade.",0.95,True
"Even with recent changes, the average hourly wage at General Motors is still $75 an hour.",1.0,False
U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,0.95,False
"Since 1970, the Clean Air Act has reduced toxic and health-threatening air pollution by 60 percent while our economy has grown more than 200 percent.",1.0,True
Missouri is #1 in the nation for holding down tuition increases at public universities.,1.0,True
The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,0.95,True
The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry than the representatives who voted to stop it.,0.9,True
We have never done business with Donald Trump.,1.0,False
Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,1.0,True
"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",0.95,True
"When you look at the earned income tax credit, it has about a 25 percent fraud rate. Were looking at $20 billion to $30 billion.",1.0,False
"Unemployment insurance kept more than 620,000 children out of poverty in 2012.",0.95,False
"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.",1.0,False
Says 97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,1.0,True
"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.",1.0,True
"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",0.95,True
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",0.1,False
Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,1.0,False
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,0.2,False
There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,0.9,False
Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,0.9,False
"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.",1.0,True
"Says that President Obama said if Congress passed the economic stimulus bill, we would have unemployment at 8 percent and no higher. And it went higher.",0.7,False
Says Charlie Crist implemented Jeb Bushs A+ Plan.,0.4,True
We have 650 people who move to Texas every day.,0.4,True
"By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.",1.0,True
Says city of Portland has a one-time $22 million surplus,1.0,False
I never gave up custody of my children. I never lost custody of my children.,1.0,True
The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,1.0,False
You can buy lobster with food stamps.,0.7,True
I cut more as a percentage out of government than any state in the country this past decade. And where is Michigan in terms of its economic growth? Cutting did not result in economic growth.,1.0,True
The Obama administration gave Iran $400 million in ransom payment cash.,0.95,False
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",0.9,False
Not one dime gets added to the deficit because of Social Security.,0.9,False
"The United States of America, right now, has the strongest, most durable economy in the world.",1.0,True
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,0.95,False
The federal health care law is probably the biggest tax increase ever in the history of our country.,1.0,False
"There are 60,000 fewer jobs today in this state than we had in 2008.",0.9,False
On toll roads.,0.9,False
Says Republicans supported legislation on early voting and in-person voting in 2005.,1.0,True
"Chained CPI would save $1 trillion in the second decade off the federal budget debt, a report shows.",0.95,False
Says Austin is the largest city in America without a congressional district anchored in it.,0.8,True
"A president must ""obtain Congress' consent before formally accepting the Nobel Prize.""",1.0,False
"When people enter the service, theres not a mental health evaluation.",1.0,True
"Road congestion costs rush hour drivers in Austin and Dallas more than $1,000 a year. And in Houston, its even more -- almost $1,500 a year.",1.0,True
Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,0.95,False
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,1.0,True
"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.",1.0,True
Her campaign and her supporters in her campaign were the ones that borne out the birther movement.,1.0,False
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",1.0,False
Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,1.0,True
"Chris Christie helped funnel $6 million in federal Hurricane Sandy money to a senior center in Belleville, N.J., a place that suffered no damage.",0.95,True
"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.",1.0,False
"The federal budget bill reauthorizes the Overseas Private Investment Corporation, which provides taxpayer dollars so that the Four Seasons hotel can build a resort in Turkey.",1.0,True
Says that 9 million to 50 million undocumented immigrants live in the United States.,0.9,False
Ohioans want an end to pay-to-play politics.,1.0,False
We are the only industrialized nation that doesnt guarantee workers paid family leave.,1.0,True
"A single mother of two cant qualify for basic healthcare through Medicaid if she makes more than $3,504 dollars a year.",1.0,True
General Motors is the largest corporation in the world again.,0.95,False
"A mailer from the Obama campaign ""accurately indicates"" that Hillary Clinton would ""force uninsured people to buy insurance, even if they can't afford it.""",1.0,False
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,0.95,False
Says Mitt Romney belittled middle-class tax cuts as nothing more than little Band-Aids.,0.8,False
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,1.0,False
"Even among second and third generation Muslims in the United States, theres no real assimilation.",1.0,False
Hackers broke into Virginias prescription-drug database (and) ... obtained more than 8.2 million patient records and a total of nearly 36 million prescriptions.,0.9,True
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.",0.7,False
The (Russian) ruble is already going down.,1.0,True
On subsidies for ethanol production.,0.7,False
One out of five of our children live in a family thats on food stamps.,0.95,True
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",0.9,True
"According to independent analysis, unfair trade deals have resulted in the loss of over 64,000 jobs in Wisconsin ... But Ron Johnson favors those deals.",1.0,False
Ohio currently ranks 50th out of all states in income growth.,1.0,True
We knew Strom Thurmond had proposed the amendment that blocked Puerto Ricos use of Chapter 9 bankruptcy protection.,1.0,True
"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",0.95,False
"Says they said it was impossible to balance a budget at the same time, with an $11 billion deficit and we did it.",1.0,False
Says Bruce Starr broke the law by letting lobbyists wine and dine him in Maui.,0.7,False
Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,0.2,False
John McCain is right on that one. The line-item veto is the best tool the president has to rein in excessive spending.,1.0,False
"In 2009, the FBI referred more than 71,000 cases of people failing background checks when trying to buy a gun to another federal agency, but U.S. attorneys ultimately prosecuted only 77 of them.",0.95,False
Says Barack Obama is the first president in modern history not to have a single year of 3 percent growth.,1.0,True
Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.,0.95,False
"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.",0.8,False
Says Patrick Murphy never worked as a CPA and was never a small business owner.,0.9,False
"In 2012, Wall Street gave Scott Brown more campaign contributions than any other candidate -- $5.3 million.",1.0,True
$65 billion would be added to the deficit if we keep the cuts for people on the highest incomes.,1.0,True
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",1.0,False
Says Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,0.3,False
"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",1.0,True
"Other states have considered or have sunset advisory commissions; the federal government has the ability, too.",1.0,True
"Under Wisconsin law, anyone who knows anything about a John Doe secret criminal investigation cant talk about it.",1.0,False
 ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,1.0,True
"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",0.95,False
"Texas high school graduation rate went from 27th in the country in 2002, to second highest in the country in 2013.",1.0,False
Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,1.0,False
"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",0.95,True
"Says Daniel Webster wants to make divorce illegal, even for abused wives.",1.0,False
"Says Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voters guide.",1.0,False
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",0.7,False
Drinking champagne could help prevent Alzheimers and other forms of dementia.,0.3,False
"Because of the health care act, The people who have health care and like it in this county are not going to be able to keep what they have.",1.0,False
Ford is moving all of their small-car production to Mexico.,0.95,True
"Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.",0.9,True
Says Kay Hagan supports waivers for friends of Obama and special treatment for Congress and their staffs.,0.3,False
Says shes never said dont build Texas 45 Southwest.,0.95,False
The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,0.95,True
"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.",1.0,True
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",1.0,False
"If sea levels rise six feet due to climate change, Waterplace Park in Providence and Wickford village would be swamped",1.0,True
"Chinese tire imports threatened 1,000 American jobs, so President Obama stood up to China and protected American workers. Mitt Romney attacked Obamas decision.",0.95,True
"Says the state of Texas rates as unacceptable almost 500 of the states 8,000 public schools.",1.0,True
The Wisconsin Economic Development Corporation is a proven job creator.,1.0,False
Says Dan Patrick proposed Arizona-style show-me-your-papers legislation.,1.0,True
Our (Texas) graduation rate ranks 43rd out of 50 states.,1.0,True
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,1.0,False
The war spending bill actually spends more money on the International Monetary Fund than on the war.,0.95,False
North Carolina has one of the fastest growing populations as well as the fastest growing economy in the country.,1.0,True
Says Paul Ryans budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,0.7,True
Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,0.1,False
The Madison-Milwaukee (high-speed) train line is dead.,1.0,False
"In February, John McCain suggested the Bergdahl-Taliban swap that he now calls outrageous and dangerous.",0.95,True
"Says that in 2011, Oregon had the second fastest growing economy in the nation.",1.0,True
Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,0.9,False
Sherrod Brown supported President Obamas $453 billion tax increase.,0.9,False
I never favored cap and trade.,0.7,False
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",0.2,False
"Every year the state loses 8,000-10,000 acres of land in bear country.",0.9,False
Caution: Kissing and cuddling chickens can be hazardous to your health.,1.0,True
Says Connie Mack is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.,0.95,False
Theyre paying a less rate of tax -- these richest people in America -- than they have in the last 80 years.,0.9,True
The coalition of Arab states against Libyas Moammar Gadhafi is the biggest coalition against a fellow Arab leader since the Persian Gulf War in 1990-1991.,0.95,True
"The CBO says if we raise the minimum wage the way Charlie (Crist) wants to do it, it would lose 500,000 jobs.",1.0,False
"The Obama administration is using as its legal justification for these airstrikes (on the Islamic State), an authorization for military force that the president himself has called for repeal of.",0.95,True
Florida is enjoying its lowest crime rate in 39 years.,0.95,True
There has never been a panther attack in the history of Florida.,0.8,True
"In this judicial race, special interest groups have demanded money from me, in exchange for endorsement and support.",0.8,False
"Before Medicare, only 51 percent of Americans 65 and older had health care coverage and nearly 30 percent lived below the poverty line. Today, thanks to Medicare ... nearly all seniors have coverage and 75 percent fewer struggle in poverty.",1.0,False
Says the federal government hosted a conference and ordered 250 muffins at 16 bucks a piece.,0.95,False
Says the Simpson-Bowles deficit reduction proposal went from President Barack Obamas desk to the garbage can.,1.0,False
"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",0.7,True
More than 10 years of free trade has brought a $2 billion per day trade deficit.,1.0,True
"Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage.",1.0,False
"Believe it or not, consumer spending is up over the last eight months.",1.0,True
"Under Common Core standards, it takes more than a minute to teach a student how to add nine plus six.",1.0,False
Rick Scott says he supported in-state tuition for Dreamers while Charlie Crist was against it.,1.0,False
Black children constitute 18 percent of the nations public school population but 40 percent of the children who are suspended or expelled.,1.0,True
I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.,1.0,True
President Obama and liberal former DNC Chairman Tim Kaines $787 billion stimulus failed to create jobs.,0.95,False
"Says that during his eight years as Florida governor, we created 1.3 million net new jobs -- more jobs created than Texas.",1.0,True
"Marco Rubio's ""income skyrocketed while his power increased.""",1.0,True
This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.,0.5,False
Says Republican recall challenger Jonathan Steitz failed to pay his taxes.,0.9,False
"In six years, (U.S. Rep. Gary) Peters introduced zero bills that became law.",0.4,False
